,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,1
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,1
799,0
800,0
801,0
802,1
803,2
804,0
805,0
806,1
807,1
808,0
809,0
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,0
826,0
827,1
828,0
829,0
830,0
831,0
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,1
845,1
846,0
847,1
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,1
856,2
857,1
858,1
859,0
860,0
861,1
862,2
863,2
864,5
865,4
866,1
867,1
868,3
869,1
870,2
871,4
872,0
873,1
874,2
875,2
876,2
877,3
878,2
879,1
880,2
881,1
882,2
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,0
899,1
900,1
901,1
902,0
903,1
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,0
1326,0
1327,0
1328,1
1329,0
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,1
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,1
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,1
1604,2
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,2
1633,1
1634,0
1635,0
1636,0
1637,1
1638,0
1639,1
1640,1
1641,1
1642,2
1643,1
1644,0
1645,0
1646,1
1647,1
1648,0
1649,1
1650,1
1651,1
1652,0
1653,1
1654,1
1655,2
1656,0
1657,2
1658,2
1659,1
1660,1
1661,0
1662,1
1663,0
1664,0
1665,0
1666,1
1667,1
1668,1
1669,0
1670,0
1671,1
1672,1
1673,0
1674,0
1675,6
1676,2
1677,2
1678,5
1679,0
1680,0
1681,0
1682,1
1683,0
1684,0
1685,3
1686,1
1687,2
1688,0
1689,1
1690,1
1691,0
1692,0
1693,2
1694,2
1695,2
1696,2
1697,3
1698,0
1699,0
1700,0
1701,0
1702,0
1703,1
1704,0
1705,2
1706,4
1707,3
1708,0
1709,2
1710,4
1711,2
1712,0
1713,2
1714,0
1715,1
1716,0
1717,2
1718,0
1719,1
1720,0
1721,0
1722,3
1723,1
1724,0
1725,0
1726,1
1727,1
1728,3
1729,0
1730,3
1731,0
1732,1
1733,0
1734,0
1735,0
1736,0
1737,1
1738,2
1739,0
1740,0
1741,3
1742,3
1743,1
1744,3
1745,1
1746,0
1747,1
1748,0
1749,1
1750,5
1751,0
1752,0
1753,1
1754,0
1755,0
1756,3
1757,4
1758,1
1759,4
1760,1
1761,1
1762,0
1763,0
1764,0
1765,0
1766,3
1767,1
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,2
1775,1
1776,1
1777,3
1778,2
1779,0
1780,1
1781,3
1782,2
1783,1
1784,1
1785,0
1786,2
1787,0
1788,1
1789,2
1790,2
1791,3
1792,4
1793,2
1794,0
1795,2
1796,2
1797,0
1798,4
1799,0
1800,3
1801,1
1802,0
1803,0
1804,0
1805,0
1806,1
1807,2
1808,0
1809,0
1810,4
1811,6
1812,5
1813,3
1814,0
1815,0
1816,5
1817,2
1818,0
1819,0
1820,0
1821,0
1822,0
1823,2
1824,4
1825,0
1826,5
1827,4
1828,3
1829,1
1830,2
1831,0
1832,6
1833,1
1834,0
1835,5
1836,0
1837,0
1838,0
1839,0
1840,2
1841,0
1842,1
1843,5
1844,7
1845,0
1846,0
1847,1
1848,0
1849,1
1850,4
1851,2
1852,1
1853,0
1854,0
1855,0
1856,1
1857,0
1858,5
1859,4
1860,0
1861,8
1862,0
1863,8
1864,2
1865,1
1866,10
1867,6
1868,21
1869,23
1870,10
1871,26
1872,1
1873,0
1874,0
1875,10
1876,4
1877,6
1878,0
1879,4
1880,9
1881,9
1882,2
1883,0
1884,0
1885,0
1886,3
1887,7
1888,8
1889,1
1890,7
1891,10
1892,21
1893,0
1894,2
1895,0
1896,2
1897,0
1898,5
1899,24
1900,7
1901,4
1902,4
1903,8
1904,10
1905,4
1906,27
1907,20
1908,4
1909,0
1910,3
1911,8
1912,3
1913,6
1914,12
1915,5
1916,0
1917,3
1918,3
1919,3
1920,9
1921,0
1922,0
1923,0
1924,6
1925,22
1926,0
1927,14
1928,12
1929,0
1930,0
1931,0
1932,1
1933,0
1934,13
1935,1
1936,6
1937,5
1938,5
1939,5
1940,6
1941,0
1942,1
1943,1
1944,9
1945,3
1946,4
1947,13
1948,12
1949,2
1950,1
1951,5
1952,17
1953,2
1954,31
1955,0
1956,26
1957,0
1958,7
1959,0
1960,5
1961,0
1962,0
1963,8
1964,1
1965,0
1966,49
1967,5
1968,0
1969,28
1970,0
1971,6
1972,9
1973,2
1974,5
1975,11
1976,0
1977,17
1978,0
1979,29
1980,0
1981,0
1982,0
1983,1
1984,8
1985,12
1986,0
1987,3
1988,0
1989,1
1990,13
1991,4
1992,6
1993,0
1994,2
1995,4
1996,0
1997,4
1998,0
1999,7
2000,0
2001,13
2002,2
2003,5
2004,1
2005,6
2006,8
2007,17
2008,8
2009,3
2010,4
2011,5
2012,0
2013,0
2014,12
2015,2
2016,0
2017,7
2018,21
2019,0
2020,0
2021,0
2022,0
2023,0
2024,1
2025,0
2026,0
2027,3
2028,0
2029,3
2030,3
2031,7
2032,0
2033,1
2034,0
2035,3
2036,1
2037,0
2038,2
2039,0
2040,4
2041,0
2042,0
2043,6
2044,1
2045,0
2046,0
2047,9
2048,6
2049,9
2050,9
2051,0
2052,12
2053,1
2054,3
2055,0
2056,0
2057,21
2058,13
2059,6
2060,0
2061,1
2062,1
2063,0
2064,0
2065,7
2066,0
2067,0
2068,0
2069,9
2070,0
2071,53
2072,5
2073,0
2074,0
2075,25
2076,0
2077,0
2078,9
2079,0
2080,5
2081,0
2082,18
2083,2
2084,18
2085,2
2086,1
2087,11
2088,21
2089,0
2090,20
2091,6
2092,6
2093,0
2094,8
2095,28
2096,2
2097,6
2098,0
2099,11
2100,0
2101,0
2102,0
2103,0
2104,0
2105,5
2106,0
2107,0
2108,4
2109,0
2110,3
2111,5
2112,8
2113,4
2114,1
2115,4
2116,13
2117,0
2118,0
2119,8
2120,14
2121,0
2122,5
2123,0
2124,8
2125,0
2126,1
2127,4
2128,0
2129,10
2130,18
2131,0
2132,0
2133,3
2134,11
2135,0
2136,0
2137,24
2138,19
2139,22
2140,15
2141,0
2142,3
2143,13
2144,0
2145,0
2146,7
2147,1
2148,0
2149,0
2150,0
2151,4
2152,18
2153,0
2154,17
2155,5
2156,0
2157,1
2158,2
2159,0
2160,1
2161,0
2162,8
2163,13
2164,13
2165,3
2166,1
2167,0
2168,0
2169,2
2170,0
2171,7
2172,0
2173,2
2174,0
2175,3
2176,4
2177,0
2178,4
2179,11
2180,1
2181,5
2182,3
2183,0
2184,0
2185,2
2186,2
2187,6
2188,0
2189,13
2190,8
2191,0
2192,18
2193,7
2194,0
2195,23
2196,2
2197,1
2198,2
2199,0
2200,16
2201,0
2202,1
2203,0
2204,0
2205,0
2206,9
2207,17
2208,2
2209,1
2210,5
2211,0
2212,0
2213,14
2214,1
2215,2
2216,0
2217,0
2218,8
2219,5
2220,0
2221,10
2222,0
2223,3
2224,1
2225,0
2226,3
2227,14
2228,13
2229,15
2230,0
2231,2
2232,3
2233,2
2234,8
2235,0
2236,0
2237,0
2238,0
2239,0
2240,18
2241,0
2242,5
2243,2
2244,1
2245,13
2246,1
2247,0
2248,32
2249,5
2250,6
2251,0
2252,2
2253,0
2254,11
2255,4
2256,19
2257,12
2258,0
2259,14
2260,0
2261,7
2262,2
2263,0
2264,0
2265,13
2266,0
2267,6
2268,0
2269,3
2270,0
2271,0
2272,0
2273,37
2274,0
2275,3
2276,2
2277,0
2278,2
2279,6
2280,14
2281,17
2282,6
2283,0
2284,0
2285,3
2286,28
2287,0
2288,18
2289,0
2290,5
2291,0
2292,0
2293,21
2294,2
2295,0
2296,4
2297,5
2298,3
2299,2
2300,0
2301,6
2302,0
2303,0
2304,0
2305,1
2306,2
2307,0
2308,0
2309,21
2310,2
2311,4
2312,2
2313,5
2314,0
2315,0
2316,5
2317,10
2318,0
2319,0
2320,6
2321,9
2322,5
2323,0
2324,6
2325,4
2326,9
2327,1
2328,0
2329,3
2330,0
2331,12
2332,1
2333,0
2334,1
2335,14
2336,7
2337,12
2338,5
2339,3
2340,0
2341,7
2342,1
2343,3
2344,8
2345,16
2346,0
2347,23
2348,31
2349,0
2350,0
2351,9
2352,3
2353,5
2354,26
2355,2
2356,1
2357,3
2358,0
2359,0
2360,0
2361,7
2362,6
2363,0
2364,14
2365,5
2366,0
2367,0
2368,3
2369,0
2370,3
2371,0
2372,3
2373,4
2374,22
2375,4
2376,0
2377,12
2378,16
2379,1
2380,3
2381,8
2382,2
2383,7
2384,4
2385,1
2386,0
2387,0
2388,0
2389,1
2390,0
2391,11
2392,0
2393,0
2394,9
2395,0
2396,2
2397,3
2398,4
2399,0
2400,2
2401,2
2402,11
2403,16
2404,1
2405,5
2406,15
2407,18
2408,0
2409,0
2410,0
2411,0
2412,0
2413,37
2414,3
2415,10
2416,0
2417,13
2418,8
2419,5
2420,15
2421,11
2422,0
2423,1
2424,7
2425,10
2426,21
2427,22
2428,0
2429,3
2430,0
2431,12
2432,1
2433,1
2434,7
2435,5
2436,6
2437,0
2438,12
2439,1
2440,10
2441,5
2442,3
2443,3
2444,7
2445,9
2446,0
2447,1
2448,0
2449,4
2450,4
2451,2
2452,10
2453,1
2454,12
2455,16
2456,1
2457,1
2458,15
2459,10
2460,9
2461,1
2462,8
2463,7
2464,1
2465,0
2466,4
2467,6
2468,16
2469,0
2470,7
2471,20
2472,3
2473,2
2474,2
2475,14
2476,1
2477,6
2478,1
2479,17
2480,9
2481,10
2482,1
2483,15
2484,3
2485,4
2486,4
2487,0
2488,3
2489,16
2490,11
2491,4
2492,5
2493,0
2494,10
2495,5
2496,21
2497,0
2498,2
2499,18
2500,0
2501,6
2502,2
2503,0
2504,4
2505,11
2506,1
2507,4
2508,3
2509,15
2510,2
2511,13
2512,16
2513,2
2514,4
2515,0
2516,0
2517,12
2518,0
2519,23
2520,0
2521,5
2522,6
2523,0
2524,5
2525,17
2526,11
2527,4
2528,6
2529,2
2530,0
2531,8
2532,0
2533,0
2534,11
2535,5
2536,4
2537,3
2538,6
2539,3
2540,5
2541,13
2542,20
2543,0
2544,11
2545,3
2546,4
2547,3
2548,3
2549,8
2550,7
2551,2
2552,2
2553,8
2554,5
2555,1
2556,0
2557,4
2558,11
2559,5
2560,3
2561,0
2562,14
2563,28
2564,4
2565,5
2566,8
2567,15
2568,4
2569,11
2570,0
2571,8
2572,8
2573,10
2574,5
2575,9
2576,1
2577,2
2578,3
2579,2
2580,3
2581,5
2582,0
2583,13
2584,2
2585,7
2586,9
2587,0
2588,24
2589,4
2590,9
2591,5
2592,2
2593,3
2594,1
2595,1
2596,20
2597,7
2598,9
2599,10
2600,2
2601,6
2602,5
2603,2
2604,9
2605,4
2606,1
2607,0
2608,5
2609,3
2610,18
2611,12
2612,4
2613,0
2614,3
2615,1
2616,1
2617,0
2618,4
2619,3
2620,0
2621,11
2622,5
2623,28
2624,0
2625,5
2626,27
2627,16
2628,0
2629,6
2630,1
2631,3
2632,11
2633,0
2634,3
2635,0
2636,9
2637,4
2638,1
2639,18
2640,11
2641,4
2642,7
2643,13
2644,3
2645,10
2646,5
2647,26
2648,4
2649,15
2650,8
2651,4
2652,25
2653,1
2654,0
2655,8
2656,6
2657,11
2658,11
2659,9
2660,4
2661,5
2662,5
2663,0
2664,3
2665,2
2666,2
2667,6
2668,7
2669,0
2670,6
2671,6
2672,0
2673,16
2674,0
2675,3
2676,4
2677,1
2678,0
2679,9
2680,4
2681,1
2682,5
2683,12
2684,0
2685,13
2686,3
2687,2
2688,0
2689,4
2690,9
2691,2
2692,8
2693,12
2694,10
2695,8
2696,0
2697,13
2698,3
2699,22
2700,5
2701,20
2702,1
2703,5
2704,6
2705,2
2706,43
2707,31
